                       id                        |      experiment_id      | srx_accession | organism | analysis_date | process_type | status |       start_datetime       | finish_datetime | path | process_id  |                                                         accessions_file                                                          
 SRX14283848_SRR18135805_scRecounter_version_1_0 | SRX14283848_SRR18135805 | SRR18135805   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 21:01:34.844019 |                 |      | version_1_0 | 
 SRX14283848_SRR18135807_scRecounter_version_1_0 | SRX14283848_SRR18135807 | SRR18135807   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 21:01:34.85108  |                 |      | version_1_0 | 
 SRX14283847_SRR18135804_scRecounter_version_1_0 | SRX14283847_SRR18135804 | SRR18135804   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 21:01:34.866316 |                 |      | version_1_0 | 
 SRX14283848_SRR18135808_scRecounter_version_1_0 | SRX14283848_SRR18135808 | SRR18135808   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 21:01:34.882166 |                 |      | version_1_0 | 
 SRX14283847_SRR18135802_scRecounter_version_1_0 | SRX14283847_SRR18135802 | SRR18135802   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 21:01:34.920779 |                 |      | version_1_0 | 
 SRX14283847_SRR18135801_scRecounter_version_1_0 | SRX14283847_SRR18135801 | SRR18135801   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 21:01:35.004004 |                 |      | version_1_0 | 
 SRX14439355_SRR18301875_scRecounter_version_1_0 | SRX14439355_SRR18301875 | SRR18301875   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.582032 |                 |      | version_1_0 | 
 SRX14491928_SRR18356682_scRecounter_version_1_0 | SRX14491928_SRR18356682 | SRR18356682   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.58906  |                 |      | version_1_0 | 
 SRX14439355_SRR18301878_scRecounter_version_1_0 | SRX14439355_SRR18301878 | SRR18301878   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.594463 |                 |      | version_1_0 | 
 SRX14439355_SRR18301879_scRecounter_version_1_0 | SRX14439355_SRR18301879 | SRR18301879   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.648425 |                 |      | version_1_0 | 
 SRX14439355_SRR18301872_scRecounter_version_1_0 | SRX14439355_SRR18301872 | SRR18301872   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.659876 |                 |      | version_1_0 | 
 SRX14439355_SRR18301870_scRecounter_version_1_0 | SRX14439355_SRR18301870 | SRR18301870   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.716024 |                 |      | version_1_0 | 
 SRX14439355_SRR18301877_scRecounter_version_1_0 | SRX14439355_SRR18301877 | SRR18301877   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.723187 |                 |      | version_1_0 | 
 SRX14439355_SRR18301881_scRecounter_version_1_0 | SRX14439355_SRR18301881 | SRR18301881   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.740739 |                 |      | version_1_0 | 
 SRX12438811_SRR16153973_scRecounter_version_1_0 | SRX12438811_SRR16153973 | SRR16153973   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:53.925454 |                 |      | version_1_0 | 
 SRX12501916_SRR16219981_scRecounter_version_1_0 | SRX12501916_SRR16219981 | SRR16219981   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.163502 |                 |      | version_1_0 | 
 SRX12501916_SRR16220003_scRecounter_version_1_0 | SRX12501916_SRR16220003 | SRR16220003   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.378645 |                 |      | version_1_0 | 
 SRX12438807_SRR16153974_scRecounter_version_1_0 | SRX12438807_SRR16153974 | SRR16153974   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.558417 |                 |      | version_1_0 | 
 SRX12438809_SRR16153984_scRecounter_version_1_0 | SRX12438809_SRR16153984 | SRR16153984   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.6668   |                 |      | version_1_0 | 
 SRX12501918_SRR16219984_scRecounter_version_1_0 | SRX12501918_SRR16219984 | SRR16219984   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.07162  |                 |      | version_1_0 | 
 SRX12501919_SRR16220002_scRecounter_version_1_0 | SRX12501919_SRR16220002 | SRR16220002   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.165523 |                 |      | version_1_0 | 
 SRX12501919_SRR16219992_scRecounter_version_1_0 | SRX12501919_SRR16219992 | SRR16219992   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.341929 |                 |      | version_1_0 | 
 SRX12700616_SRR16497778_scRecounter_version_1_0 | SRX12700616_SRR16497778 | SRR16497778   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.436453 |                 |      | version_1_0 | 
 SRX12501919_SRR16219987_scRecounter_version_1_0 | SRX12501919_SRR16219987 | SRR16219987   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.475889 |                 |      | version_1_0 | 
 SRX14439355_SRR18301874_scRecounter_version_1_0 | SRX14439355_SRR18301874 | SRR18301874   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.751669 |                 |      | version_1_0 | 
 SRX14439355_SRR18301876_scRecounter_version_1_0 | SRX14439355_SRR18301876 | SRR18301876   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.771326 |                 |      | version_1_0 | 
 SRX14439355_SRR18301884_scRecounter_version_1_0 | SRX14439355_SRR18301884 | SRR18301884   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.773247 |                 |      | version_1_0 | 
 SRX14491930_SRR18356680_scRecounter_version_1_0 | SRX14491930_SRR18356680 | SRR18356680   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.781141 |                 |      | version_1_0 | 
 SRX14491931_SRR18356679_scRecounter_version_1_0 | SRX14491931_SRR18356679 | SRR18356679   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.785146 |                 |      | version_1_0 | 
 SRX14491925_SRR18356685_scRecounter_version_1_0 | SRX14491925_SRR18356685 | SRR18356685   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.792444 |                 |      | version_1_0 | 
 SRX14491929_SRR18356681_scRecounter_version_1_0 | SRX14491929_SRR18356681 | SRR18356681   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.792832 |                 |      | version_1_0 | 
 SRX14439355_SRR18301873_scRecounter_version_1_0 | SRX14439355_SRR18301873 | SRR18301873   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.792701 |                 |      | version_1_0 | 
 SRX14491942_SRR18356668_scRecounter_version_1_0 | SRX14491942_SRR18356668 | SRR18356668   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.793623 |                 |      | version_1_0 | 
 SRX14439355_SRR18301882_scRecounter_version_1_0 | SRX14439355_SRR18301882 | SRR18301882   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.832347 |                 |      | version_1_0 | 
 SRX14491944_SRR18356666_scRecounter_version_1_0 | SRX14491944_SRR18356666 | SRR18356666   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.836112 |                 |      | version_1_0 | 
 SRX14491924_SRR18356686_scRecounter_version_1_0 | SRX14491924_SRR18356686 | SRR18356686   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.836772 |                 |      | version_1_0 | 
 SRX14439355_SRR18301883_scRecounter_version_1_0 | SRX14439355_SRR18301883 | SRR18301883   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.848011 |                 |      | version_1_0 | 
 SRX14491927_SRR18356683_scRecounter_version_1_0 | SRX14491927_SRR18356683 | SRR18356683   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.86405  |                 |      | version_1_0 | 
 SRX14439355_SRR18301871_scRecounter_version_1_0 | SRX14439355_SRR18301871 | SRR18301871   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.866707 |                 |      | version_1_0 | 
 SRX14439355_SRR18301880_scRecounter_version_1_0 | SRX14439355_SRR18301880 | SRR18301880   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.869799 |                 |      | version_1_0 | 
 SRX14491943_SRR18356667_scRecounter_version_1_0 | SRX14491943_SRR18356667 | SRR18356667   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.885383 |                 |      | version_1_0 | 
 SRX14439355_SRR18301885_scRecounter_version_1_0 | SRX14439355_SRR18301885 | SRR18301885   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.887809 |                 |      | version_1_0 | 
 SRX14491926_SRR18356684_scRecounter_version_1_0 | SRX14491926_SRR18356684 | SRR18356684   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:46:10.89241  |                 |      | version_1_0 | 
 SRX12438807_SRR16153972_scRecounter_version_1_0 | SRX12438807_SRR16153972 | SRR16153972   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:53.94513  |                 |      | version_1_0 | 
 SRX12438812_SRR16153991_scRecounter_version_1_0 | SRX12438812_SRR16153991 | SRR16153991   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.16207  |                 |      | version_1_0 | 
 SRX12438808_SRR16153980_scRecounter_version_1_0 | SRX12438808_SRR16153980 | SRR16153980   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.392026 |                 |      | version_1_0 | 
 SRX12438804_SRR16153959_scRecounter_version_1_0 | SRX12438804_SRR16153959 | SRR16153959   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.577214 |                 |      | version_1_0 | 
 SRX12438809_SRR16153986_scRecounter_version_1_0 | SRX12438809_SRR16153986 | SRR16153986   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.696866 |                 |      | version_1_0 | 
 SRX12501919_SRR16219990_scRecounter_version_1_0 | SRX12501919_SRR16219990 | SRR16219990   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.10349  |                 |      | version_1_0 | 
 SRX12501919_SRR16219996_scRecounter_version_1_0 | SRX12501919_SRR16219996 | SRR16219996   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.191444 |                 |      | version_1_0 | 
 SRX12501918_SRR16220033_scRecounter_version_1_0 | SRX12501918_SRR16220033 | SRR16220033   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.362524 |                 |      | version_1_0 | 
 SRX12501919_SRR16219998_scRecounter_version_1_0 | SRX12501919_SRR16219998 | SRR16219998   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.442457 |                 |      | version_1_0 | 
 SRX12501919_SRR16219994_scRecounter_version_1_0 | SRX12501919_SRR16219994 | SRR16219994   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.472208 |                 |      | version_1_0 | 
 SRX12501917_SRR16220020_scRecounter_version_1_0 | SRX12501917_SRR16220020 | SRR16220020   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.654658 |                 |      | version_1_0 | 
 SRX12501917_SRR16220019_scRecounter_version_1_0 | SRX12501917_SRR16220019 | SRR16220019   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.686048 |                 |      | version_1_0 | 
 SRX12501918_SRR16220042_scRecounter_version_1_0 | SRX12501918_SRR16220042 | SRR16220042   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.735636 |                 |      | version_1_0 | 
 SRX12501918_SRR16220036_scRecounter_version_1_0 | SRX12501918_SRR16220036 | SRR16220036   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.751922 |                 |      | version_1_0 | 
 SRX12501917_SRR16220022_scRecounter_version_1_0 | SRX12501917_SRR16220022 | SRR16220022   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.759503 |                 |      | version_1_0 | 
 SRX12501919_SRR16219991_scRecounter_version_1_0 | SRX12501919_SRR16219991 | SRR16219991   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.759823 |                 |      | version_1_0 | 
 SRX12501917_SRR16220015_scRecounter_version_1_0 | SRX12501917_SRR16220015 | SRR16220015   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.772438 |                 |      | version_1_0 | 
 SRX12501918_SRR16220032_scRecounter_version_1_0 | SRX12501918_SRR16220032 | SRR16220032   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.787148 |                 |      | version_1_0 | 
 SRX12961090_SRR16760737_scRecounter_version_1_0 | SRX12961090_SRR16760737 | SRR16760737   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 01:00:31.516066 |                 |      | version_1_0 | 
 SRX12961093_SRR16760740_scRecounter_version_1_0 | SRX12961093_SRR16760740 | SRR16760740   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 02:10:34.532528 |                 |      | version_1_0 | 
 SRX12961092_SRR16760739_scRecounter_version_1_0 | SRX12961092_SRR16760739 | SRR16760739   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 02:10:34.562672 |                 |      | version_1_0 | 
 SRX12961091_SRR16760738_scRecounter_version_1_0 | SRX12961091_SRR16760738 | SRR16760738   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 02:10:34.57725  |                 |      | version_1_0 | 
 SRX12961094_SRR16760741_scRecounter_version_1_0 | SRX12961094_SRR16760741 | SRR16760741   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 02:10:34.728127 |                 |      | version_1_0 | 
 SRX12961097_SRR16760744_scRecounter_version_1_0 | SRX12961097_SRR16760744 | SRR16760744   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 02:13:52.386189 |                 |      | version_1_0 | 
 SRX12961096_SRR16760743_scRecounter_version_1_0 | SRX12961096_SRR16760743 | SRR16760743   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 02:13:52.437694 |                 |      | version_1_0 | 
 SRX12961095_SRR16760742_scRecounter_version_1_0 | SRX12961095_SRR16760742 | SRR16760742   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 02:13:52.479666 |                 |      | version_1_0 | 
 SRX12961098_SRR16760745_scRecounter_version_1_0 | SRX12961098_SRR16760745 | SRR16760745   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 02:16:43.253978 |                 |      | version_1_0 | 
 SRX12961099_SRR16760746_scRecounter_version_1_0 | SRX12961099_SRR16760746 | SRR16760746   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 02:16:43.32964  |                 |      | version_1_0 | 
 SRX12961100_SRR16760747_scRecounter_version_1_0 | SRX12961100_SRR16760747 | SRR16760747   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 02:16:43.3771   |                 |      | version_1_0 | 
 SRX12961101_SRR16760748_scRecounter_version_1_0 | SRX12961101_SRR16760748 | SRR16760748   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 02:19:27.057878 |                 |      | version_1_0 | 
 SRX13241384_SRR17052126_scRecounter_version_1_0 | SRX13241384_SRR17052126 | SRR17052126   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 02:59:11.762496 |                 |      | version_1_0 | 
 SRX13241385_SRR17052127_scRecounter_version_1_0 | SRX13241385_SRR17052127 | SRR17052127   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 02:59:11.851463 |                 |      | version_1_0 | 
 SRX11675281_SRR15372693_scRecounter_version_1_0 | SRX11675281_SRR15372693 | SRR15372693   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.543965 |                 |      | version_1_0 | 
 SRX11675280_SRR15372688_scRecounter_version_1_0 | SRX11675280_SRR15372688 | SRR15372688   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.547608 |                 |      | version_1_0 | 
 SRX11675279_SRR15372685_scRecounter_version_1_0 | SRX11675279_SRR15372685 | SRR15372685   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.565297 |                 |      | version_1_0 | 
 SRX11675281_SRR15372691_scRecounter_version_1_0 | SRX11675281_SRR15372691 | SRR15372691   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.576185 |                 |      | version_1_0 | 
 SRX11675280_SRR15372689_scRecounter_version_1_0 | SRX11675280_SRR15372689 | SRR15372689   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.58949  |                 |      | version_1_0 | 
 SRX11675282_SRR15372695_scRecounter_version_1_0 | SRX11675282_SRR15372695 | SRR15372695   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.652175 |                 |      | version_1_0 | 
 SRX11675283_SRR15372699_scRecounter_version_1_0 | SRX11675283_SRR15372699 | SRR15372699   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.653266 |                 |      | version_1_0 | 
 SRX11675280_SRR15372690_scRecounter_version_1_0 | SRX11675280_SRR15372690 | SRR15372690   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.660559 |                 |      | version_1_0 | 
 SRX11675284_SRR15372700_scRecounter_version_1_0 | SRX11675284_SRR15372700 | SRR15372700   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.664031 |                 |      | version_1_0 | 
 SRX11675284_SRR15372701_scRecounter_version_1_0 | SRX11675284_SRR15372701 | SRR15372701   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.668732 |                 |      | version_1_0 | 
 SRX11675281_SRR15372692_scRecounter_version_1_0 | SRX11675281_SRR15372692 | SRR15372692   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.676499 |                 |      | version_1_0 | 
 SRX11675283_SRR15372698_scRecounter_version_1_0 | SRX11675283_SRR15372698 | SRR15372698   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.68132  |                 |      | version_1_0 | 
 SRX11675282_SRR15372696_scRecounter_version_1_0 | SRX11675282_SRR15372696 | SRR15372696   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.686201 |                 |      | version_1_0 | 
 SRX11675284_SRR15372702_scRecounter_version_1_0 | SRX11675284_SRR15372702 | SRR15372702   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.701642 |                 |      | version_1_0 | 
 SRX11675282_SRR15372694_scRecounter_version_1_0 | SRX11675282_SRR15372694 | SRR15372694   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.727637 |                 |      | version_1_0 | 
 SRX11675283_SRR15372697_scRecounter_version_1_0 | SRX11675283_SRR15372697 | SRR15372697   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.74588  |                 |      | version_1_0 | 
 SRX11675279_SRR15372687_scRecounter_version_1_0 | SRX11675279_SRR15372687 | SRR15372687   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.794928 |                 |      | version_1_0 | 
 SRX11675279_SRR15372686_scRecounter_version_1_0 | SRX11675279_SRR15372686 | SRR15372686   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:16:37.809332 |                 |      | version_1_0 | 
 SRX11675294_SRR15372732_scRecounter_version_1_0 | SRX11675294_SRR15372732 | SRR15372732   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.28394  |                 |      | version_1_0 | 
 SRX11675293_SRR15372731_scRecounter_version_1_0 | SRX11675293_SRR15372731 | SRR15372731   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.304461 |                 |      | version_1_0 | 
 SRX11675292_SRR15372728_scRecounter_version_1_0 | SRX11675292_SRR15372728 | SRR15372728   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.328474 |                 |      | version_1_0 | 
 SRX11675287_SRR15372711_scRecounter_version_1_0 | SRX11675287_SRR15372711 | SRR15372711   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.339881 |                 |      | version_1_0 | 
 SRX11675291_SRR15372722_scRecounter_version_1_0 | SRX11675291_SRR15372722 | SRR15372722   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.425508 |                 |      | version_1_0 | 
 SRX11675290_SRR15372720_scRecounter_version_1_0 | SRX11675290_SRR15372720 | SRR15372720   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.441363 |                 |      | version_1_0 | 
 SRX11675293_SRR15372729_scRecounter_version_1_0 | SRX11675293_SRR15372729 | SRR15372729   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.468025 |                 |      | version_1_0 | 
 SRX11675289_SRR15372716_scRecounter_version_1_0 | SRX11675289_SRR15372716 | SRR15372716   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.492703 |                 |      | version_1_0 | 
 SRX11675296_SRR15372740_scRecounter_version_1_0 | SRX11675296_SRR15372740 | SRR15372740   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.604629 |                 |      | version_1_0 | 
 SRX11675285_SRR15372704_scRecounter_version_1_0 | SRX11675285_SRR15372704 | SRR15372704   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.63386  |                 |      | version_1_0 | 
 SRX11675288_SRR15372713_scRecounter_version_1_0 | SRX11675288_SRR15372713 | SRR15372713   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.644827 |                 |      | version_1_0 | 
 SRX11675295_SRR15372735_scRecounter_version_1_0 | SRX11675295_SRR15372735 | SRR15372735   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.653762 |                 |      | version_1_0 | 
 SRX11675285_SRR15372705_scRecounter_version_1_0 | SRX11675285_SRR15372705 | SRR15372705   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.680872 |                 |      | version_1_0 | 
 SRX11675286_SRR15372707_scRecounter_version_1_0 | SRX11675286_SRR15372707 | SRR15372707   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.683498 |                 |      | version_1_0 | 
 SRX11675287_SRR15372710_scRecounter_version_1_0 | SRX11675287_SRR15372710 | SRR15372710   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.692883 |                 |      | version_1_0 | 
 SRX11675290_SRR15372721_scRecounter_version_1_0 | SRX11675290_SRR15372721 | SRR15372721   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.692619 |                 |      | version_1_0 | 
 SRX11675286_SRR15372708_scRecounter_version_1_0 | SRX11675286_SRR15372708 | SRR15372708   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.693408 |                 |      | version_1_0 | 
 SRX11675286_SRR15372706_scRecounter_version_1_0 | SRX11675286_SRR15372706 | SRR15372706   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.697031 |                 |      | version_1_0 | 
 SRX11675285_SRR15372703_scRecounter_version_1_0 | SRX11675285_SRR15372703 | SRR15372703   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.701668 |                 |      | version_1_0 | 
 SRX11675291_SRR15372724_scRecounter_version_1_0 | SRX11675291_SRR15372724 | SRR15372724   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.710969 |                 |      | version_1_0 | 
 SRX11675294_SRR15372734_scRecounter_version_1_0 | SRX11675294_SRR15372734 | SRR15372734   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.723927 |                 |      | version_1_0 | 
 SRX11675295_SRR15372736_scRecounter_version_1_0 | SRX11675295_SRR15372736 | SRR15372736   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.738187 |                 |      | version_1_0 | 
 SRX11675288_SRR15372714_scRecounter_version_1_0 | SRX11675288_SRR15372714 | SRR15372714   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.749293 |                 |      | version_1_0 | 
 SRX11675291_SRR15372723_scRecounter_version_1_0 | SRX11675291_SRR15372723 | SRR15372723   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.752403 |                 |      | version_1_0 | 
 SRX11675290_SRR15372719_scRecounter_version_1_0 | SRX11675290_SRR15372719 | SRR15372719   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.760394 |                 |      | version_1_0 | 
 SRX11675295_SRR15372737_scRecounter_version_1_0 | SRX11675295_SRR15372737 | SRR15372737   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.760394 |                 |      | version_1_0 | 
 SRX11675294_SRR15372733_scRecounter_version_1_0 | SRX11675294_SRR15372733 | SRR15372733   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.765448 |                 |      | version_1_0 | 
 SRX11675289_SRR15372718_scRecounter_version_1_0 | SRX11675289_SRR15372718 | SRR15372718   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.767282 |                 |      | version_1_0 | 
 SRX11675292_SRR15372727_scRecounter_version_1_0 | SRX11675292_SRR15372727 | SRR15372727   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.790056 |                 |      | version_1_0 | 
 SRX11675296_SRR15372738_scRecounter_version_1_0 | SRX11675296_SRR15372738 | SRR15372738   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.80299  |                 |      | version_1_0 | 
 SRX11675287_SRR15372709_scRecounter_version_1_0 | SRX11675287_SRR15372709 | SRR15372709   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.807956 |                 |      | version_1_0 | 
 SRX11675288_SRR15372712_scRecounter_version_1_0 | SRX11675288_SRR15372712 | SRR15372712   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.815581 |                 |      | version_1_0 | 
 SRX11675296_SRR15372739_scRecounter_version_1_0 | SRX11675296_SRR15372739 | SRR15372739   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.833366 |                 |      | version_1_0 | 
 SRX11675292_SRR15372726_scRecounter_version_1_0 | SRX11675292_SRR15372726 | SRR15372726   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.904367 |                 |      | version_1_0 | 
 SRX11675289_SRR15372715_scRecounter_version_1_0 | SRX11675289_SRR15372715 | SRR15372715   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.915152 |                 |      | version_1_0 | 
 SRX11675293_SRR15372730_scRecounter_version_1_0 | SRX11675293_SRR15372730 | SRR15372730   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:20:54.93811  |                 |      | version_1_0 | 
 SRX11675297_SRR15372742_scRecounter_version_1_0 | SRX11675297_SRR15372742 | SRR15372742   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:28:26.624463 |                 |      | version_1_0 | 
 SRX11675297_SRR15372743_scRecounter_version_1_0 | SRX11675297_SRR15372743 | SRR15372743   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:28:26.679497 |                 |      | version_1_0 | 
